Wirtschaftszweig;Anlagegüter;Nutzungsdauer (ND) i.J.;Linearer AfA-Satz v.H.
Essig- und Senffabrikation;Ölpressen ;10;10
Essig- und Senffabrikation;Senfmahlgänge aller Art sowie Siebmaschinen (Säure- und Salzeinwirkung) ;5;20
Essig- und Senffabrikation;Maische-, Lager- und Abfüllbottiche mit oder ohne Rührwerk (Säure- und Salzeinwirkung) ;5;20
Essig- und Senffabrikation;Gläserwaschmaschinen (Naßbetrieb, Säure- und Salzeinwirkung) ;5;20
Essig- und Senffabrikation;Tubenabfüllmaschinen und Tubenverschlußmaschinen (Säure- und Salzeinwirkung) ;5;20
Essig- und Senffabrikation;Gläser-Abfüllmaschinen (Säure- und Salzeinwirkung) ;5;20
Essig- und Senffabrikation;Beutelfüllmaschinen und Beutelverschlußmaschinen, komb. (Säure- und Salzeinwirkung) ;4;25
Essig- und Senffabrikation;Beutelschweißgeräte (Impuls) ;5;20
Essig- und Senffabrikation;Heißsiegelgeräte ;5;20
Feinkeramische Industrie;mit Hartgummiplatten;8;12
Feinkeramische Industrie;Magnetfilter;5;20
Feinkeramische Industrie;Kollergänge ;10;10
Feinkeramische Industrie;Monopumpen ;5;20
Feinkeramische Industrie;Planetenrührer ;7;14
Feinkeramische Industrie;Schlicker- und Massetrommeln ;10;10
Feinkeramische Industrie;aus Zement ;10;10
Feinkeramische Industrie;aus GFK ;8;12
Feinkeramische Industrie;Schrauben- und Mischquirle ;5;20
Feinkeramische Industrie;Tonbrecher (Prallmühlen) ;10;10
Feinkeramische Industrie;Tonschneider, Tonschnitzler;10;10
Feinkeramische Industrie;Trommel-(Rohr-)Mühlen ;10;10
Feinkeramische Industrie;Vakuumpressen ;5;20
Feinkeramische Industrie;Viskosiebe ;4;25
Feinkeramische Industrie;Gipsaufbereitungsanlagen ;5;20
Feinkeramische Industrie;Tonsilos mit Austraggeräten;7;14
Feinkeramische Industrie;Silos für feinstvermahlene Hartstoffe mit Austraggeräten ;5;20
Feinkeramische Industrie;Ringspaltmühlen für Glasur ;5;20
Feinkeramische Industrie;Siebkneter ;8;12
Feinkeramische Industrie;Bei Gruppen-AfA Pos. 1.1-1.20 ;8;12
Feinkeramische Industrie;Drehtische;10;10
Feinkeramische Industrie;Drehspindeln;3;33
Feinkeramische Industrie;Garniertische;4;25
Feinkeramische Industrie;Gieß-Dreh-Spritzkarussells ;4;25
Feinkeramische Industrie;Glasur-Spritzkabinen ;6;17
Feinkeramische Industrie;Glasurabputzmaschinen;4;25
Feinkeramische Industrie;Glasierbänder ;8;12
Feinkeramische Industrie;Stempelmaschinen ;5;20
Feinkeramische Industrie;Formgebungsautomaten zum Ein- und Überdrehen ;4;25
Feinkeramische Industrie;Garniermaschinen ;5;20
Feinkeramische Industrie;Gießleitungen für Sanitärkeramik ;6;17
Feinkeramische Industrie;Gießbandanlagen ;8;12
Feinkeramische Industrie;Rohputzmaschinen;5;20
Feinkeramische Industrie; mit automatischer Vorrichtung ;5;20
Feinkeramische Industrie;Putztische;4;25
Feinkeramische Industrie;Automatische Fliesen-/Plattenpressen ;5;20
Feinkeramische Industrie;einfache Art ;8;12
Feinkeramische Industrie;Kachelpressen ;5;20
Feinkeramische Industrie;Henkelgießtürme;6;17
Feinkeramische Industrie;Druckgießanlagen;6;17
Feinkeramische Industrie;Geschirrpressen ;5;20
Feinkeramische Industrie;Bei Gruppen-AfA Pos. 2.1-2.21 ;5;20
Feinkeramische Industrie;Abreißmaschinen ;8;12
Feinkeramische Industrie;Rundöfen ;10;10
Feinkeramische Industrie;f. Gegenstände aus graublauem Steinzeug, Ton- und Töpferwaren ;8;12
Feinkeramische Industrie;f. d. übrigen Erzeugnisse der feinkeramischen Industrie ;6;17
Feinkeramische Industrie;Durchlauföfen mit Schlitten oder Rollenbahnen (Rollenöfen) ;8;12
Feinkeramische Industrie;Schamotte-Brechwalzwerke ;5;20
Feinkeramische Industrie;Eirich-Mischer ;5;20
Feinkeramische Industrie;Kapselschmiertische ;5;20
Feinkeramische Industrie;Schleif- und Polierautomaten ;5;20
Feinkeramische Industrie;Glasierautomaten ;4;25
Feinkeramische Industrie;für Schamotte und Korund ;5;20
Feinkeramische Industrie;für SiC-Material ;4;25
Feinkeramische Industrie;Scharffeuer-Unterglasuröfen ;6;17
Feinkeramische Industrie;Bei Gruppen-AfA Pos. 3.1-3.10 ;6;17
Feinkeramische Industrie;Farbmühlen ;10;10
Feinkeramische Industrie;Öfen für Aufglasurbrand (Muffelöfen) ;7;14
Feinkeramische Industrie;Stahldruckpressen ;10;10
Feinkeramische Industrie;Rändermaschinen ;5;20
Feinkeramische Industrie;Bund- und Siebdruckautomaten ;5;20
Feinkeramische Industrie;Geschirrwaschmaschinen ;5;20
Feinkeramische Industrie;Bei Gruppen-AfA Pos. 4.1-4.6 ;7;14
Feinmechanische und Optische Industrie;Tisch-;8;12
Feinmechanische und Optische Industrie;Säulen-;8;12
Feinmechanische und Optische Industrie;Mehrspindel- ;8;12
Feinmechanische und Optische Industrie;Bohrwerke;8;12
Feinmechanische und Optische Industrie;Mehrspindelgewinde- schneidemaschinen ;6;16
Feinmechanische und Optische Industrie;Feinst- und Nach- ;7;14
Feinmechanische und Optische Industrie;Halbautomaten- ;7;14
Feinmechanische und Optische Industrie;Mechaniker- (Patronendrehbänke) ;8;12
Feinmechanische und Optische Industrie;Leit- und Zug-Spindel- ;8;12
Feinmechanische und Optische Industrie;Hinter- ;8;12
Feinmechanische und Optische Industrie;Kurzwangen- ;8;12
Feinmechanische und Optische Industrie;Vielschnitt- ;6;16
Feinmechanische und Optische Industrie;Revolver- und Langdrehautomaten ;6;16
Feinmechanische und Optische Industrie;horizontale und vertikale ;8;12
Feinmechanische und Optische Industrie;Universal- ;8;12
Feinmechanische und Optische Industrie;Nuten- ;8;12
Feinmechanische und Optische Industrie;Gewinde- ;8;12
Feinmechanische und Optische Industrie;Abwälz- ;8;12
Feinmechanische und Optische Industrie;Schlitz- ;8;12
Feinmechanische und Optische Industrie;Horizontale u. vertikale Stoßmaschinen ;8;12
Feinmechanische und Optische Industrie;Sägemaschinen ;8;12
Feinmechanische und Optische Industrie;Kalt- ;8;12
Feinmechanische und Optische Industrie;Räummaschinen, -nadelmaschinen ;8;12
Feinmechanische und Optische Industrie;Blechkant- ;8;12
Feinmechanische und Optische Industrie;Kurz- und Lang- ;8;12
Feinmechanische und Optische Industrie;Präzisions- ;6;16
Feinmechanische und Optische Industrie;Honmaschinen;8;12
Feinmechanische und Optische Industrie;Stanzen;8;12
Feinmechanische und Optische Industrie;Hand- und Fußhebelpressen ;8;12
Feinmechanische und Optische Industrie;Handspindel- ;8;12
Feinmechanische und Optische Industrie;Hochleistungs-;7;14
Feinmechanische und Optische Industrie;Abkant- ;8;12
Feinmechanische und Optische Industrie;Bördelmaschinen ;8;12
Feinmechanische und Optische Industrie;Biegemaschinen (allgem.) ;8;12
Feinmechanische und Optische Industrie;Scheren, auch Tafelscheren ;8;12
Feinmechanische und Optische Industrie;Druckgußmaschinen ;6;16
Feinmechanische und Optische Industrie;Putzmaschinen ;7;14
Feinmechanische und Optische Industrie;Hand- (elektr.) ;6;16
Feinmechanische und Optische Industrie;Ständer-Doppel- ;8;12
Feinmechanische und Optische Industrie;Flächen-und Rund-;8;12
Feinmechanische und Optische Industrie;Trenn- ;8;12
Feinmechanische und Optische Industrie;Werkzeugschleifmaschinen und Werkzeugschärfmaschinen ;8;12
Feinmechanische und Optische Industrie;Schleif- und Polierböcke ;8;12
Feinmechanische und Optische Industrie;Rolliermaschinen ;8;12
Feinmechanische und Optische Industrie;Wasch- und Beizanlagen ;5;20
Feinmechanische und Optische Industrie;Trommeln, Sandstrahlanlagen, Druckstrahl-Lappanlagen, Roto-Finish-Geräte ;5;20
Feinmechanische und Optische Industrie;Anlagen zum Vernickeln, Besamten, Verchromen, Eloxieren ;6;16
Feinmechanische und Optische Industrie;Infrarot- ;6;16
Feinmechanische und Optische Industrie;Anlaß-;5;20
Feinmechanische und Optische Industrie;Glüh- und Härte- ;5;20
Feinmechanische und Optische Industrie;Lackier- ;5;20
Feinmechanische und Optische Industrie;Schmelzkipp- ;5;20
Feinmechanische und Optische Industrie;Trocken ;5;20
Feinmechanische und Optische Industrie;handbedient ;6;16
Feinmechanische und Optische Industrie;Vakuumformmaschinen ;6;16
Feinmechanische und Optische Industrie;Schneidmühlen (Abfallzerkleinerungsmaschinen) ;8;12
Feinmechanische und Optische Industrie;Lagen- ;6;16
Feinmechanische und Optische Industrie;Ringkern- ;6;16
Feinmechanische und Optische Industrie;Feder- ;8;12
Feinmechanische und Optische Industrie;Gebläse und Ventilatoren ;8;12
Feinmechanische und Optische Industrie;unter chemischen und thermischen Einflüssen ;5;20
Feinmechanische und Optische Industrie;Kältemaschinen und Kühlschränke ;8;12
Feinmechanische und Optische Industrie;Kräne ;10;10
Feinmechanische und Optische Industrie;Transportbänder- ;7;14
Feinmechanische und Optische Industrie;Klimaanlagen (wenn Betriebsvorrichtung) ;8;12
Feinmechanische und Optische Industrie;Acetylenanlagen ;8;12
Feinmechanische und Optische Industrie;Schüttelrutschen (Vibratoren) ;7;14
Feinmechanische und Optische Industrie;Schweißtransformatoren ;6;16
Feinmechanische und Optische Industrie;Lötanlagen ;6;16
Feinmechanische und Optische Industrie;optische und elektronische Prüfgeräte für Fertigung ;5;20
Feinmechanische und Optische Industrie;optische und elektronische Prüfgeräte für Entwicklung ;5;20
Feinmechanische und Optische Industrie;Glastrennmaschinen ;8;12
Feinmechanische und Optische Industrie;Kugeldrehmaschinen und Kugelfräsmaschinen ;6;16
Feinmechanische und Optische Industrie;Fein- ;7;14
Feinmechanische und Optische Industrie;Zentriermaschinen ;8;12
Feinmechanische und Optische Industrie;Diamantzentriermaschinen ;6;16
Feinmechanische und Optische Industrie;Richtapparate, Laser-Zentriereinrichtungen ;8;12
Feinmechanische und Optische Industrie;Schmirgelschlemmanlagen ;8;12
Feinmechanische und Optische Industrie;Vergütungs- und Verspiegelungsanlagen ;5;20
Feinmechanische und Optische Industrie;für Fertigung ;5;20
Feinmechanische und Optische Industrie;für Entwicklung ;5;20
Feinmechanische und Optische Industrie;NC-Maschinen ;7;14
Feinmechanische und Optische Industrie;CNC-Maschinen ;6;16
Fernmeldedienste;Fernmeldetürme;25;4
Fernmeldedienste;Sende-/Empfangsanlagen f. Satellitenfunk (einschl. Träger) ;20;5
Fernmeldedienste;Telefonendeinrichtungen ;5;20
Fernmeldedienste;Text- u. Datenendeinrichtungen ;5;20
Fernmeldedienste;Mehrdiensteinrichtungen ;5;20
Fernmeldedienste;öffentliche Telekommunikationsstellen ;10;10
Fernmeldedienste;Telekommunikationsanlagen ;5;20
Fernmeldedienste;Mobilfunkendgeräte ;4;25
Fernmeldedienste;Vermittlungseinrichtungen ;10;10
Fernmeldedienste;Übertragungseinrichtungen ;8;12
Fernmeldedienste;Mobilfunkeinrichtungen ;8;12
Fernmeldedienste;Richtfunkeinrichtungen ;8;12
Fernmeldedienste;Ton- u. Fernsehfunkeinrichtungen ;10;10
Fernmeldedienste;Satellitenfunkeinrichtungen ;8;12
Fernmeldedienste;Kupferkabel ;15;7
Fernmeldedienste;Glasfaserkabel ;20;5
Fernmeldedienste;Technische Einrichtungen für Breitbandverteilnetze ;10;10
Fernmeldedienste;Meßfahrzeuge ;5;20
Fernmeldedienste;elektron. Meß- u. Prüfgeräte f. Mobil- u. Richtfunk ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Fernseh-Füllsenderanlagen;10;10
Fernseh-, Film- und Hörfunkwirtschaft;Fernseh-Senderanlagen;10;10
Fernseh-, Film- und Hörfunkwirtschaft;Kurzwellen-Senderanlagen ;10;10
Fernseh-, Film- und Hörfunkwirtschaft;Mittelwellen-Senderanlagen ;10;10
Fernseh-, Film- und Hörfunkwirtschaft;Ultrakurzwellen- Senderanlagen ;10;10
Fernseh-, Film- und Hörfunkwirtschaft;Sender- Überwachungseinrichtungen ;10;10
Fernseh-, Film- und Hörfunkwirtschaft;Gebäudeähnliche Betriebsvorrichtungen für Füllsender (Umsetzer) ;10;10
Fernseh-, Film- und Hörfunkwirtschaft;Antennenträger und Sendemasten ;10;10
Fernseh-, Film- und Hörfunkwirtschaft;Antennen einschließlich Kabel und Zubehör ;10;10
Fernseh-, Film- und Hörfunkwirtschaft;Batterieanlagen ;10;10
Fernseh-, Film- und Hörfunkwirtschaft;Fernwirkanlagen und Einrichtungen zur automatischen Qualitätskontrolle ;10;10
Fernseh-, Film- und Hörfunkwirtschaft;Kühlungsanlagen ;10;10
Fernseh-, Film- und Hörfunkwirtschaft;Lüftungsanlagen ;10;10
Fernseh-, Film- und Hörfunkwirtschaft;Notstromanlagen ;10;10
Fernseh-, Film- und Hörfunkwirtschaft;Akustische Ausstattung und technische Einrichtungen in Aufnahmeräumen ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Anlagen zur automatischen Sendeabwicklung ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Allgemeine videotechnische Anlagen ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Bildmeßgeräte für Fernseh-Meßtechnik;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Elektronische Studiokameraanlagen mit Bildkontroll- und Regieeinrichtungen ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;EB-Kameras ;3;33
Fernseh-, Film- und Hörfunkwirtschaft;Filmaufzeichnungs- und Wiedergabeanlagen einschließlich Diageber ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Magnetische Aufzeichnungs- und Wiedergabeanlagen ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Senderegieeinrichtungen für Bild und Ton ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Zentrale Anlagen für Bild und Ton in Hauptschaltraum und Endkontrolle ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Zentrale Überwachungs- und Kommunikationseinrichtungen (leitungsgebunden und drahtlos) ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Playback-Anlagen ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Tonmeßgeräte der Fernseh-Meßtechnik ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Interne Modulations- und Signalleitungsnetze einschl. Verstärker und Verteilereinrichtungen ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Schriftengeneratoren ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Meßgeräte für die Tonmeßtechnik ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Meßtechnische und akustische Kontroll- und Überwachungsanlagen ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Übernahme- und Übergabeeinrichtungen für Sende- und Empfangsleitungen (leitungsgebunden und drahtlos) ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Aufnahmekameras mit Zubehör und Optiken ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Filmentwicklungs- und -kopieranlagen ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Filmschnitteinrichtungen ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Filmtrickeinrichtungen ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Synchronisationsanlagen ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Be- und Entlüftungsanlagen in Kopierwerken ;10;10
Fernseh-, Film- und Hörfunkwirtschaft;Bühnentechnische Anlagen ;10;10
Fernseh-, Film- und Hörfunkwirtschaft;Dollies ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Eidophoranlagen ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Flaschenzüge ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Geräte für Beleuchtungseffekte ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Kamerakräne ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Kamerastative;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Studiotonbandmaschinen ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Tonbandgeräte, Kassettenrecorder ;3;33
Fernseh-, Film- und Hörfunkwirtschaft;Tonbandgeräte, Kassettenrecorder im Außeneinsatz ;2;50
Fernseh-, Film- und Hörfunkwirtschaft;Lichtsteuer- und -überwachungsanlagen ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;drahtgebunden ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;drahtlos ;3;33
Fernseh-, Film- und Hörfunkwirtschaft;Mikrofongalgen ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Klasse I;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Klasse II;3;33
Fernseh-, Film- und Hörfunkwirtschaft;Pedestale;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Studioausführung ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;CD-Player;3;33
Fernseh-, Film- und Hörfunkwirtschaft;Projektionswände ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Projektoren, Vorführgeräte ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Scheinwerfer, Scheinwerferanlagen ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Steuergeräte ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Stromversorgungs- und Verteilereinrichtungen der Beleuchtungstechnik ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Studio-/Atelierkabel ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Beschallungsanlagen ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Telefonanschaltgeräte;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Filmwaschmaschinen und Glanziermaschinen ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Fahrbare Aggregate ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Fahrbare Sprecherkabinen ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Spezialfahrzeuge Beleuchtungstechnik ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Spezialfahrzeuge Fernsehtechnik ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Spezialfahrzeuge Filmtechnik ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Spezialfahrzeuge Hörfunktechnik ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Spezialfahrzeuge Sendertechnik ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Fundusgegenstände *);5;20
Fernseh-, Film- und Hörfunkwirtschaft;Notenpulte und Notenkissen;10;10
Fernseh-, Film- und Hörfunkwirtschaft;Signal- und mobile Fernmeldeanlagen;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Bestuhlungen in Vorführräumen ;5;20
Fernseh-, Film- und Hörfunkwirtschaft;Wohnwagen ;4;25
Feuerfeste und Steinzeugindustrie;Siebvorrichtungen ;7;14
Feuerfeste und Steinzeugindustrie;Förderanlagen (z.B. Kastenbeschicker, Bänder, Rutschen, Schnecken, Ketten- und Vibrationsförderer, Zuteiler) ;8;12
Feuerfeste und Steinzeugindustrie;Mischer, Kollergänge, Siebkneter, Rundbeschicker, Vorziehpressen, Abschneider ;8;12
Feuerfeste und Steinzeugindustrie;für plastische Formgebung ;8;12
Feuerfeste und Steinzeugindustrie;für halbtrockene u. trockene Formgebung ;6;17
Feuerfeste und Steinzeugindustrie;Rüttelplatten und Lufthämmer ;5;20
Feuerfeste und Steinzeugindustrie;Tontrocknungsanlagen, Trockenanlagen für andere Rohstoffe ;10;10
Feuerfeste und Steinzeugindustrie;Kammer- und Kanaltrocknungsanlagen ;10;10
Feuerfeste und Steinzeugindustrie;Trockengerüste und Warmluftanlagen ;10;10
Feuerfeste und Steinzeugindustrie;Erhitzer ;6;17
Feuerfeste und Steinzeugindustrie;Trockner mit Transportautomatik (z.B. Schaukeltrockner) ;6;17
Feuerfeste und Steinzeugindustrie;Schachtöfen ;10;10
Feuerfeste und Steinzeugindustrie;Drehrohröfen;10;10
Feuerfeste und Steinzeugindustrie;Vorwärmer ;10;10
Feuerfeste und Steinzeugindustrie;Tunnelöfen und Herdwagenöfen ;10;10
Feuerfeste und Steinzeugindustrie;Kammereinzelöfen ;12;8
Feuerfeste und Steinzeugindustrie;Kammerringöfen ;12;8
Feuerfeste und Steinzeugindustrie;Haubenöfen ;6;17
Feuerfeste und Steinzeugindustrie;Vermuffungsanlagen ;8;12
Feuerfeste und Steinzeugindustrie;Setz- und Absetzautomaten ;6;17
Feuerfeste und Steinzeugindustrie;Kreistransporteure ;6;17
Feuerfeste und Steinzeugindustrie;Schaufellader ;5;20
Feuerfeste und Steinzeugindustrie;Entstaubungs- und Luftreinigungsanlagen ;4;25
Feuerfeste und Steinzeugindustrie;Wasserpumpen (allg. Wasserversorgung) ;10;10
Feuerfeste und Steinzeugindustrie;Zentrale Pumpenanlagen für Hydraulik ;6;17
Feuerfeste und Steinzeugindustrie;Pumpen (f. aggressive u. schleißende Flüssigkeiten) ;6;17
Feuerfeste und Steinzeugindustrie;Engobieranlagen ;8;12
Feuerfeste und Steinzeugindustrie;Schrumpffolienanlagen ;6;17
